id	modified	language	datasetID	datasetName	dynamicProperties	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	eventRemarks	locationID	waterBody	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	footprintWKT	footprintSRS	georeferenceRemarks
RCMed-survey-4380	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4380		RCMed U-CEM protocol				2016-09-23				2016	9	23												5	17	41.015	8.86527	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4381	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4381		RCMed U-CEM protocol				2016-09-23				2016	9	23												9	16	41.015	8.86527	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4383	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4383		RCMed U-CEM protocol				2016-09-16				2016	9	16												2	23	41.05239	8.93855	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4384	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4384		RCMed U-CEM protocol				2016-10-08				2016	10	8												2	6	41.05239	8.93855	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4385	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4385		RCMed U-CEM protocol				2016-10-08				2016	10	8												3	11	41.05239	8.93855	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4387	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4387		RCMed U-CEM protocol				2016-10-03				2016	10	3												10	20	41.05717	8.94621	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4389	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4389		RCMed U-CEM protocol				2016-09-28				2016	9	28												10	20	41.05717	8.94621	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4391	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4391		RCMed U-CEM protocol				2016-09-17				2016	9	17												4	19	40.58727	14.37611	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4392	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4392		RCMed U-CEM protocol				2016-09-16				2016	9	16												4	30	40.5862	14.3684	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4393	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4393		RCMed U-CEM protocol				2016-09-16				2016	9	16												4	41	40.57408	14.34633	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4394	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4394		RCMed U-CEM protocol				2016-10-03				2016	10	3												4	30	41.04444	8.92949	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4395	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4395		RCMed U-CEM protocol				2016-09-27				2016	9	27												4	20	41.05108	8.93645	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4398	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4398		RCMed U-CEM protocol				2016-09-23				2016	9	23												7	25	41.04462	8.93215	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4399	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4399		RCMed U-CEM protocol				2016-10-16				2016	10	16												3	14	40.97972	17.25916	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4401	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4401		RCMed U-CEM protocol				2016-10-06				2016	10	6												4	20	41.05239	8.93855	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4404	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4404		RCMed U-CEM protocol				2016-09-30				2016	9	30												4	22	41.0525	8.93833	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4405	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4405		RCMed U-CEM protocol				2016-10-04				2016	10	4												3	16	41.05239	8.93855	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4406	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4406		RCMed U-CEM protocol				2016-10-04				2016	10	4												5	20	41.04888	8.93472	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4408	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4408		RCMed U-CEM protocol				2016-09-27				2016	9	27												13	26	41.09549	8.96454	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4413	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4413		RCMed U-CEM protocol				2016-09-25				2016	9	25												5	18	41.05316	8.92654	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4415	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4415		RCMed U-CEM protocol				2016-10-02				2016	10	2												5	38	41.05172	8.93473	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4416	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4416		RCMed U-CEM protocol				2016-10-05				2016	10	5												5	35	41.05172	8.93473	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4417	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4417		RCMed U-CEM protocol				2016-09-24				2016	9	24												20	34	41.0506	8.93608	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4418	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4418		RCMed U-CEM protocol				2016-09-28				2016	9	28												20	30	41.0506	8.93608	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4419	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4419		RCMed U-CEM protocol				2016-09-26				2016	9	26												8	32	41.05797	8.94759	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4420	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4420		RCMed U-CEM protocol				2016-10-01				2016	10	1												8	32	41.05797	8.94759	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4421	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4421		RCMed U-CEM protocol				2016-10-02				2016	10	2												8	32	41.06707	8.94505	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4422	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4422		RCMed U-CEM protocol				2016-10-08				2016	10	8												8	32	41.05797	8.94759	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4423	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4423		RCMed U-CEM protocol				2016-10-08				2016	10	8												8	14	41.05797	8.94759	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4424	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4424		RCMed U-CEM protocol				2016-09-29				2016	9	29												5	25	41.03917	8.91463	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4425	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4425		RCMed U-CEM protocol				2016-09-29				2016	9	29												12	25	41.04897	8.93601	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4426	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4426		RCMed U-CEM protocol				2016-10-01				2016	10	1												12	24	41.04452	8.92917	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4427	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4427		RCMed U-CEM protocol				2016-10-22				2016	10	22												23	32	35.88907	14.32491	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4428	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4428		RCMed U-CEM protocol				2016-10-22				2016	10	22												20	32	35.88907	14.32491	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4429	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4429		RCMed U-CEM protocol				2016-10-22				2016	10	22												30	35	35.9881	14.3261	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4430	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4430		RCMed U-CEM protocol				2016-10-22				2016	10	22												23	35	35.9881	14.3261	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4432	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4432		RCMed U-CEM protocol				2016-10-22				2016	10	22												4	24	40.9921	17.23905	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4433	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4433		RCMed U-CEM protocol				2016-10-24				2016	10	24												5	30	36.0043	14.3249	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4434	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4434		RCMed U-CEM protocol				2016-10-24				2016	10	24												15	18	36.0061	14.3142	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4435	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4435		RCMed U-CEM protocol				2016-11-05				2016	11	5												4	22	40.99226	17.23811	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4436	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4436		RCMed U-CEM protocol				2016-11-05				2016	11	5												4	22	40.99226	17.23811	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4441	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4441		RCMed U-CEM protocol				2016-12-01				2016	12	1												5	52	44.31454	9.17271	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4443	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4443		RCMed U-CEM protocol				2016-12-04				2016	12	4												4	21	40.36482	17.31153	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4444	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4444		RCMed U-CEM protocol				2016-10-21				2016	10	21												2	5	43.9232	8.11373	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4445	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4445		RCMed U-CEM protocol				2016-12-11				2016	12	11												26	28	43.8973	8.11346	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4464	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4464		RCMed U-CEM protocol				2016-12-04				2016	12	4												15	20	44.20527	8.4175	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4465	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4465		RCMed U-CEM protocol				2016-10-30				2016	10	30												30	30	44.17638	8.375	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4467	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4467		RCMed U-CEM protocol				2017-02-19				2017	2	19												4	16	40.97972	17.25916	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4468	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4468		RCMed U-CEM protocol				2017-02-26				2017	2	26												4	21	40.9921	17.23905	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4469	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4469		RCMed U-CEM protocol				2017-03-11				2017	3	11												7	20	40.13845	17.98181	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4470	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4470		RCMed U-CEM protocol				2017-04-08				2017	4	8												2	15	40.36482	17.31153	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4471	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4471		RCMed U-CEM protocol				2017-04-09				2017	4	9												3	19	37.57527	-0.97374	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4480	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4480		RCMed U-CEM protocol				2017-04-15				2017	4	15												3	16	40.9803	17.2596	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4482	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4482		RCMed U-CEM protocol				2017-04-15				2017	4	15												10	19	37.5824	-1.00963	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4483	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4483		RCMed U-CEM protocol				2017-04-17				2017	4	17												10	25	42.26277	11.10888	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4484	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4484		RCMed U-CEM protocol				2017-04-22				2017	4	22												5	21	40.13845	17.98181	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4488	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4488		RCMed U-CEM protocol				2017-04-25				2017	4	25												5	17	37.6315	-0.6903	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4489	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4489		RCMed U-CEM protocol				2017-04-25				2017	4	25												7	15	37.61666	-0.7072	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4490	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4490		RCMed U-CEM protocol				2017-04-25				2017	4	25												1	13	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4491	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4491		RCMed U-CEM protocol				2017-04-25				2017	4	25												3	13	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4493	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4493		RCMed U-CEM protocol				2017-04-25				2017	4	25												4	15	37.61666	-0.7072	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4494	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4494		RCMed U-CEM protocol				2017-04-25				2017	4	25												4	16	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4495	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4495		RCMed U-CEM protocol				2017-04-25				2017	4	25												6	15	37.61666	-0.7072	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4496	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4496		RCMed U-CEM protocol				2017-04-25				2017	4	25												7	15	37.61666	-0.7072	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4497	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4497		RCMed U-CEM protocol				2017-04-24				2017	4	24												1	11	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4498	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4498		RCMed U-CEM protocol				2017-04-25				2017	4	25												6	15	37.61666	-0.7072	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4499	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4499		RCMed U-CEM protocol				2017-04-25				2017	4	25												4	16	37.61666	-0.7072	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4500	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4500		RCMed U-CEM protocol				2017-05-01				2017	5	1												8	20	37.5584	-0.96782	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4501	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4501		RCMed U-CEM protocol				2017-05-01				2017	5	1												8	21	37.5584	-0.96841	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4503	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4503		RCMed U-CEM protocol				2017-04-25				2017	4	25												5	17	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4504	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4504		RCMed U-CEM protocol				2017-04-25				2017	4	25												5	17	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4506	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4506		RCMed U-CEM protocol				2017-04-25				2017	4	25												3	16	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4507	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4507		RCMed U-CEM protocol				2017-04-25				2017	4	25												5	15	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4508	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4508		RCMed U-CEM protocol				2017-04-25				2017	4	25												0	13	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4509	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4509		RCMed U-CEM protocol				2017-04-25				2017	4	25												0	13	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4510	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4510		RCMed U-CEM protocol				2017-04-25				2017	4	25												3	13	37.6315	-0.69032	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4523	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4523		RCMed U-CEM protocol				2017-05-09				2017	5	9												5	18	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4524	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4524		RCMed U-CEM protocol				2017-05-09				2017	5	9												5	18	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4525	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4525		RCMed U-CEM protocol				2017-05-09				2017	5	9												6	20	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4526	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4526		RCMed U-CEM protocol				2017-05-09				2017	5	9												6	18	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4527	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4527		RCMed U-CEM protocol				2017-05-09				2017	5	9												6	18	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4528	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4528		RCMed U-CEM protocol				2017-05-09				2017	5	9												4	19	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4529	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4529		RCMed U-CEM protocol				2017-05-09				2017	5	9												5	18	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4530	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4530		RCMed U-CEM protocol				2017-05-08				2017	5	8												3	7	37.63027	-0.7	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4531	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4531		RCMed U-CEM protocol				2017-05-07				2017	5	7												9	25	37.64833	-0.66055	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4532	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4532		RCMed U-CEM protocol				2017-05-10				2017	5	10												5	24	44.02258	8.22593	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4533	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4533		RCMed U-CEM protocol				2017-05-10				2017	5	10												5	24	44.02258	8.22593	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4534	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4534		RCMed U-CEM protocol				2017-05-10				2017	5	10												12	24	44.02258	8.22593	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4535	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4535		RCMed U-CEM protocol				2017-05-10				2017	5	10												4	20	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4536	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4536		RCMed U-CEM protocol				2017-04-05				2017	4	5												9	35	42.3352	10.28848	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4537	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4537		RCMed U-CEM protocol				2017-05-10				2017	5	10												3	26	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4538	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4538		RCMed U-CEM protocol				2017-04-05				2017	4	5												15	35	42.31808	10.31846	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4539	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4539		RCMed U-CEM protocol				2017-05-10				2017	5	10												6	22	44.02258	8.22593	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4540	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4540		RCMed U-CEM protocol				2017-05-10				2017	5	10												4	21	44.02258	8.22593	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4541	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4541		RCMed U-CEM protocol				2017-05-10				2017	5	10												7	24	44.02258	8.22593	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4542	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4542		RCMed U-CEM protocol				2017-05-10				2017	5	10												6	25	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4543	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4543		RCMed U-CEM protocol				2017-05-10				2017	5	10												5	21	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4544	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4544		RCMed U-CEM protocol				2017-05-10				2017	5	10												5	18	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4545	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4545		RCMed U-CEM protocol				2017-05-10				2017	5	10												5	21	44.02493	8.22988	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-4546	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-4546		RCMed U-CEM protocol				2017-05-13				2017	5	13												2	7	41.17272	16.71599	EPSG:4326	200.0		EPSG:4326	
